"lsam","linc","educ","cacc","sacc","hous","life","occ"
3.91202300542815,9.5503776747619,9,2,1,4,2,4
3.91202300542815,10.0454210484248,16,3,1,8,1,7
3.91202300542815,14.876784360977,17,2,1,3,1,6
6.08677472691231,11.3969532887178,17,3,3,4,1,6
3.91202300542815,9.85482238055485,17,3,1,3,1,7
3.91202300542815,13.3817231328515,17,4,2,3,1,7
8.5271435222694,10.9516833552902,12,3,3,3,1,5
16.720226171353,17.5746166221966,16,2,5,3,1,6
6.95654544315157,10.7589661450135,12,2,3,3,1,3
3.91202300542815,11.0356957906328,14,2,1,4,1,7
7.84384863815247,11.0029328275081,12,3,3,3,2,7
4.78749174278205,10.2767737622801,15,2,2,4,2,4
13.8155605567143,15.137279731191,15,3,6,3,1,7
3.91202300542815,10.5466563632898,16,2,1,3,1,7
3.91202300542815,10.4057768452798,6,1,1,4,2,4
9.21532791348722,14.3520331678175,17,3,3,3,2,6
7.34601020991329,11.7203460558192,17,2,3,4,1,6
10.7155282630365,13.8643483400476,16,2,3,3,1,5
3.91202300542815,12.7160479078413,14,3,1,4,1,5
7.62559507213245,10.001067880875,16,2,2,4,1,5
3.91202300542815,10.5978839524965,16,2,1,8,2,5
8.86078289580631,11.7601760916277,17,2,3,3,1,6
14.1303577934887,16.5511791686364,17,4,3,3,1,6
3.91202300542815,8.02289686960146,13,3,1,3,2,7
3.91202300542815,9.85482238055485,12,1,1,4,2,7
6.95654544315157,11.2259098370616,11,2,2,3,2,3
3.91202300542815,11.1711391335252,13,2,1,3,1,5
3.91202300542815,10.6466146654011,17,2,1,1,1,6
8.02289686960146,12.8240921033983,14,3,2,3,1,6
8.17470288246946,11.1851156014277,16,3,4,3,1,4
11.1569645517652,11.7284399891199,17,3,2,3,1,6
10.4645308924627,13.4372471072813,17,3,5,3,1,7
8.5271435222694,13.9199156173191,16,3,3,3,1,6
6.74523634948436,11.687298851915,14,3,3,3,1,5
7.34601020991329,10.8789901440421,12,3,2,3,1,7
9.5503776747619,10.5466563632898,14,2,2,3,2,7
5.01063529409626,10.3750524623488,16,3,5,4,1,6
7.34601020991329,10.3750524623488,12,3,4,4,1,5
7.91935619066062,11.2391462976874,16,3,2,3,1,6
3.91202300542815,10.3750524623488,12,2,1,3,1,7
10.0878902755339,11.7833342087516,12,2,3,3,1,5
7.27931883541462,11.2259098370616,12,3,3,3,1,4
8.99342737041261,11.7679552051468,17,4,2,3,1,6
3.91202300542815,12.0785233245832,16,4,1,3,1,6
3.91202300542815,11.1569645517652,14,3,1,3,1,6
3.91202300542815,16.0303621951507,16,4,1,3,1,6
13.8925178943251,15.7770198341035,17,2,4,3,1,6
9.21532791348722,11.8281011017309,17,4,4,3,1,6
3.91202300542815,10.2767737622801,11,1,1,4,2,7
3.91202300542815,10.2417439109508,10,2,1,2,1,2
12.1810112149348,11.7756742708768,16,2,5,3,1,6
3.91202300542815,10.128629106513,13,1,1,4,2,4
6.95654544315157,11.2391462976874,16,2,2,3,1,3
4.38202663467388,11.0194484795389,12,2,2,3,1,4
5.24702407216049,10.4355853115777,14,2,2,4,2,2
5.52146091786225,11.2904067184249,12,3,2,2,1,1
13.5580990085307,14.0545668277385,17,6,5,6,1,6
10.001067880875,11.7039589623662,16,4,3,3,1,6
6.95654544315157,11.3742379451963,16,4,6,3,1,3
14.0779132832306,13.4531767758167,17,4,2,3,2,7
7.62559507213245,11.4408922620704,14,3,3,3,1,6
3.91202300542815,11.5134253400119,14,3,1,3,1,3
11.6086900869546,12.9240343824646,17,2,2,3,1,6
6.30991827822652,9.95465583911053,16,2,2,3,1,6
3.91202300542815,10.7589661450135,10,4,1,4,1,2
10.8207777847434,12.4092175503377,17,4,2,3,1,4
3.91202300542815,15.2971264624603,16,4,1,3,2,6
3.91202300542815,13.4401623487599,17,1,1,3,2,5
3.91202300542815,13.8451179027169,16,5,1,3,2,6
8.02289686960146,11.1425861588374,14,2,2,3,1,6
3.91202300542815,13.5936786460749,17,3,1,3,1,6
12.5778086008942,13.7892179160094,17,2,4,3,1,6
3.91202300542815,10.9516833552902,13,3,1,2,1,3
9.90598443273472,12.799537602817,17,2,4,3,1,6
4.0943445622221,11.0516833413931,12,2,4,3,1,3
10.5978839524965,10.3433540873616,12,2,2,3,1,7
3.91202300542815,10.3106179399634,6,2,1,4,2,3
8.86078289580631,11.7601760916277,17,2,3,3,1,6
9.11052003669397,11.2124958196959,14,6,3,5,1,6
10.5978839524965,11.9515029245286,17,2,5,3,2,6
10.7799974143984,9.74390548271166,16,3,2,4,2,3
3.91202300542815,10.001067880875,13,1,1,4,2,2
3.91202300542815,11.4191640851558,12,4,1,3,1,1
6.95654544315157,11.1711391335252,17,3,2,3,1,6
3.91202300542815,9.85482238055485,9,2,1,4,2,3
8.99342737041261,11.1425861588374,17,2,4,3,1,6
3.91202300542815,14.7075290888627,17,3,1,6,2,6
3.91202300542815,11.4081203506041,15,3,1,3,2,7
11.9120370991062,12.7572241407677,17,5,3,3,1,6
6.95654544315157,10.9861398216255,14,3,3,4,1,6
9.90598443273472,12.3416955993149,17,3,2,4,1,7
9.90598443273472,11.6956636016494,12,4,2,3,1,6
3.91202300542815,10.4926621427131,14,2,1,4,1,3
10.2054422842746,12.6477089499432,16,2,2,3,1,7
3.91202300542815,9.95465583911053,12,2,1,4,1,7
8.02289686960146,11.1425861588374,14,2,2,3,1,6
7.46737106691756,11.7909359177253,17,2,4,3,1,6
7.0475172213573,15.4368869226378,16,4,2,3,2,6
11.1569645517652,10.6225461148806,16,4,3,3,1,6
5.85793315448346,11.8568697164301,10,2,4,4,1,7
7.62559507213245,9.85482238055485,12,3,2,4,2,3
3.91202300542815,12.3460519555836,17,2,1,3,1,5
3.91202300542815,11.0981673099505,5,2,1,2,2,7
3.91202300542815,11.6086900869546,17,4,1,3,1,7
3.91202300542815,10.4926621427131,14,3,1,4,2,7
11.4081203506041,12.9240343824646,17,5,5,3,1,6
3.91202300542815,11.9053053335297,15,4,1,3,2,6
11.9187238508685,15.0033692241466,17,4,3,3,1,6
15.7614278498512,16.3169506080557,16,2,2,3,1,6
11.9187238508685,13.2159447910259,16,2,4,3,1,6
3.91202300542815,10.6466146654011,11,2,1,3,1,7
4.60517018598809,11.0829114839407,14,3,3,3,1,6
6.47697236288968,8.35467426191846,12,1,2,4,2,4
3.91202300542815,15.7868169047885,16,5,1,3,1,6
9.21532791348722,11.8207777442114,16,2,4,3,1,6
11.1279980080796,13.7472852489687,17,5,4,3,1,6
10.1677730471815,12.4132900462941,16,4,5,3,1,6
11.7364689363058,13.1224633724047,17,4,5,3,1,6
3.91202300542815,11.2259098370616,12,2,1,3,1,6
3.91202300542815,9.13237883050647,14,1,1,4,2,7
10.4355853115777,11.0194484795389,17,4,2,3,1,7
6.30991827822652,12.2407155889737,16,4,3,3,1,6
8.86078289580631,10.2767737622801,14,3,6,1,1,6
3.91202300542815,10.7374830416835,12,2,1,4,1,4
3.91202300542815,10.128629106513,12,3,1,3,2,3
7.62559507213245,11.5134253400119,14,3,2,2,1,6
8.96826881077645,11.6443922277125,17,4,6,3,1,7
9.61913327017702,10.3106179399634,12,2,2,3,1,7
3.91202300542815,17.3477376640201,16,3,1,3,1,6
8.5271435222694,11.6956636016494,11,2,3,3,2,3
11.1569645517652,12.8816921092219,16,3,2,3,1,6
7.34601020991329,11.2259098370616,14,3,2,3,1,4
7.62559507213245,10.2767737622801,12,2,2,4,1,4
3.91202300542815,14.8087808493216,16,4,1,3,1,5
10.128629106513,12.799537602817,17,2,2,3,2,6
7.13089883029635,10.7799974143984,16,2,2,4,1,7
3.91202300542815,10.7799974143984,10,2,1,4,1,7
7.7621706071382,13.4357862933483,17,3,2,3,1,6
11.4191640851558,11.9956602085697,17,3,3,4,1,6
3.91202300542815,10.5200236307242,16,2,1,3,1,5
3.91202300542815,10.9159971421508,14,4,1,4,2,6
10.9159971421508,11.2391462976874,16,3,2,3,1,6
8.5271435222694,10.0454210484248,13,3,3,4,1,7
3.91202300542815,9.85482238055485,12,1,1,4,2,3
5.85793315448346,9.85482238055485,12,3,2,2,1,7
11.2522098407483,12.2310091308202,17,2,4,3,1,4
3.91202300542815,15.0334010602492,16,3,1,3,2,7
8.05515773181968,11.1279980080796,13,2,2,3,2,7
3.91202300542815,10.6466146654011,16,2,1,4,1,4
3.91202300542815,11.7756742708768,16,3,1,5,1,7
3.91202300542815,9.47654341275084,14,2,1,4,1,2
11.9187238508685,12.4989288092557,16,2,4,3,1,7
3.91202300542815,13.8353622036669,17,2,1,3,1,6
9.21532791348722,11.5134253400119,16,3,2,3,1,3
10.128629106513,12.4413423766422,16,6,3,7,1,6
6.30991827822652,13.3661719291621,16,4,4,3,1,6
3.91202300542815,11.3150840965182,16,2,1,3,1,6
6.10924758276437,10.4057768452798,13,2,2,3,1,7
14.7825134153801,14.1376302883611,17,5,5,3,1,6
3.91202300542815,14.6397079305147,17,3,1,4,1,6
8.99342737041261,12.2786258382119,16,3,2,2,1,6
8.02289686960146,11.4191640851558,16,4,4,3,1,6
3.91202300542815,15.0682878120719,17,3,1,3,2,6
3.91202300542815,11.1569645517652,16,3,1,4,1,5
3.91202300542815,11.9643195049668,16,5,1,3,1,7
3.91202300542815,12.5319532742955,16,4,1,3,1,6
8.35467426191846,10.4645308924627,12,2,2,4,1,6
3.91202300542815,10.4645308924627,16,2,1,4,2,3
14.0779132832306,15.4982082257751,16,5,2,3,1,6
3.91202300542815,10.7374830416835,17,2,1,3,2,7
3.91202300542815,11.5621917062731,17,3,1,4,2,6
6.95654544315157,10.7155282630365,14,2,2,3,1,6
10.3106179399634,10.2767737622801,15,2,3,7,2,6
6.85646198459459,10.5466563632898,12,2,3,3,1,7
9.80090096376103,11.7756742708768,14,3,2,3,1,6
7.52294091807237,11.0194484795389,12,2,2,2,1,3
3.91202300542815,13.4589070400461,16,2,1,3,1,6
3.91202300542815,14.528484875324,16,4,1,3,1,5
10.8599600740431,12.235874136767,16,3,2,3,1,6
3.91202300542815,10.6930806313643,12,3,1,2,1,6
4.24849524204936,10.5200236307242,13,3,2,4,1,3
16.0455303344531,16.1894903025276,17,3,4,3,2,6
3.91202300542815,11.9385199443736,16,3,1,3,1,6
10.3106179399634,11.5429695863186,16,2,3,4,1,5
11.1131938887098,12.5247081783036,17,5,2,3,1,6
6.74523634948436,9.61913327017702,12,1,2,4,1,5
8.62155320674048,11.1851156014277,12,2,2,4,1,4
3.91202300542815,17.4001413780508,17,3,1,3,1,6
3.91202300542815,13.1224633724047,16,3,1,3,1,6
3.91202300542815,11.2904067184249,12,2,1,3,1,3
4.0943445622221,10.4057768452798,13,3,2,3,1,2
3.91202300542815,10.4057768452798,17,3,1,4,1,7
3.91202300542815,8.70781355102489,9,1,1,4,2,7
3.91202300542815,10.9159971421508,12,2,1,3,1,3
10.128629106513,12.0497111904058,16,3,3,3,1,6
3.91202300542815,11.4081203506041,12,3,1,3,2,3
6.95654544315157,11.2259098370616,11,2,2,3,2,3
3.91202300542815,10.7155282630365,13,1,1,3,2,3
3.91202300542815,13.3278316370385,15,4,1,3,2,7
11.590349361935,12.2013113284285,12,2,3,3,1,6
3.91202300542815,15.7191169604849,17,5,1,3,2,6
3.91202300542815,10.5200236307242,12,1,1,3,1,3
5.85793315448346,10.4926621427131,12,2,2,4,1,4
3.91202300542815,13.2213939008673,17,3,1,3,1,6
3.91202300542815,11.4726241681967,15,3,1,3,1,6
9.95465583911053,14.0386941084785,16,4,2,3,1,6
13.138335146914,15.8277500344203,17,3,4,3,2,6
3.91202300542815,14.1303577934887,17,4,1,3,1,6
10.3106179399634,12.6509187103622,16,2,2,3,1,7
11.5134253400119,14.8522651732536,16,4,6,3,1,5
7.52294091807237,10.9159971421508,12,3,3,3,1,6
3.91202300542815,14.5526985470998,17,3,1,3,2,7
5.76832099579377,10.4645308924627,12,2,2,3,1,3
8.5271435222694,11.5810512940178,17,2,2,3,2,6
12.2063226142854,13.9725570409036,12,5,2,3,1,6
5.85793315448346,10.5978839524965,17,4,2,3,1,6
3.91202300542815,15.1478897695837,16,3,1,3,1,6
7.62559507213245,10.9339994285003,14,2,3,3,1,7
3.91202300542815,10.3106179399634,2,1,1,4,2,4
8.5271435222694,12.7715284899473,16,3,2,3,1,6
3.91202300542815,10.3750524623488,16,1,1,4,2,3
3.91202300542815,14.7938554775737,16,5,1,3,1,6
3.91202300542815,10.8789901440421,12,2,1,3,1,5
8.6741969402259,11.2391462976874,11,2,2,3,1,6
3.91202300542815,11.3391671388368,0,4,1,1,2,7
9.90598443273472,14.4521138417124,16,4,3,4,1,6
4.60517018598809,12.1810112149348,13,3,2,3,1,5
3.91202300542815,10.7799974143984,11,2,1,2,1,7
7.84384863815247,10.7799974143984,13,3,4,3,1,6
9.21532791348722,12.3844280140542,12,3,2,3,1,7
10.128629106513,12.0260484477849,16,3,3,3,1,6
10.2054422842746,15.3459160855102,16,3,4,5,1,5
3.91202300542815,10.128629106513,12,2,1,4,2,4
3.91202300542815,12.6183478455669,12,5,1,3,1,5
3.91202300542815,8.8023721336499,9,2,2,2,2,4
3.91202300542815,8.83200393125627,12,1,1,4,2,7
3.91202300542815,14.4198538468487,17,2,1,3,1,6
3.91202300542815,10.5200236307242,12,1,1,4,1,2
5.82894561761021,10.1677730471815,12,2,3,4,1,2
3.91202300542815,14.6308974948975,16,5,1,3,1,6
3.91202300542815,13.7234500921151,17,6,1,3,1,6
9.21532791348722,11.1569645517652,12,3,5,3,1,3
3.91202300542815,10.7155282630365,12,3,1,3,1,3
3.91202300542815,15.0422375119088,17,2,1,3,1,6
3.91202300542815,11.2778358426376,12,2,1,3,1,6
7.62559507213245,11.6703564729191,16,2,2,3,1,6
3.91202300542815,9.95465583911053,1,2,1,3,1,7
11.9187238508685,12.4989288092557,16,2,4,3,1,7
3.91202300542815,11.0029328275081,13,4,1,4,1,3
9.90598443273472,11.8985279439821,16,5,4,3,1,7
4.49980967033027,11.0674193073249,12,3,2,3,1,3
7.80384330353877,10.969059987126,15,2,2,4,1,6
11.5134253400119,13.4269763105161,12,4,3,3,2,7
10.128629106513,12.1550424744174,16,3,2,3,1,6
10.5725981552678,11.2259098370616,15,2,2,3,2,7
3.91202300542815,10.2767737622801,10,1,1,4,2,2
4.00733318523247,10.128629106513,12,1,4,3,2,4
3.91202300542815,17.308680738383,17,2,1,6,2,6
9.90598443273472,11.2124958196959,16,3,5,3,2,6
11.1711391335252,13.5911788010133,17,5,4,3,1,6
3.91202300542815,11.0674193073249,12,4,1,2,1,3
3.91202300542815,11.8207777442114,12,3,1,4,1,3
3.91202300542815,11.2904067184249,12,3,1,3,1,6
10.7155282630365,13.8643483400476,16,2,3,3,1,5
3.91202300542815,12.5247081783036,17,4,1,3,1,6
3.91202300542815,11.3856601139244,11,3,1,3,1,2
3.91202300542815,14.557471711934,17,3,1,3,1,6
8.63941082414049,9.90598443273472,17,2,2,3,2,6
5.01063529409626,11.1851156014277,13,2,2,3,1,5
9.21532791348722,11.6086900869546,16,3,4,3,1,6
3.91202300542815,12.9528790694119,17,2,1,3,1,6
9.21532791348722,11.5134253400119,16,3,2,3,1,3
3.91202300542815,9.21532791348722,8,2,1,2,1,7
3.91202300542815,12.3016100722392,16,3,1,3,1,6
10.5978839524965,12.4686291992012,17,4,3,6,1,6
3.91202300542815,18.4125482648051,12,3,1,3,1,6
3.91202300542815,10.6701175098559,16,2,1,4,2,3
11.4621583479166,10.4645308924627,12,3,3,3,1,7
8.84649693855884,11.1711391335252,10,2,2,3,1,7
3.91202300542815,11.3626838016397,14,3,1,3,1,7
8.30647216010058,11.9643195049668,16,3,2,3,2,6
8.70781355102489,9.95465583911053,12,2,2,3,1,7
8.86078289580631,11.9643195049668,16,2,3,3,1,6
12.9716567599796,16.2224601707769,17,5,2,3,1,7
3.91202300542815,11.4515818347292,10,2,1,3,1,7
11.7444339326161,11.0674193073249,12,2,2,4,1,7
3.91202300542815,14.2143202344056,17,3,1,3,1,6
5.01063529409626,9.47654341275084,12,2,2,3,1,7
3.91202300542815,10.5978839524965,6,1,1,3,2,3
8.70781355102489,12.4173460242739,17,5,2,3,1,6
3.91202300542815,10.2417439109508,12,2,1,4,2,6
3.91202300542815,10.3106179399634,6,2,1,4,2,3
12.2063226142854,14.5186328215463,14,3,5,3,1,6
11.0029328275081,14.1662026402251,11,2,3,3,1,6
11.0829114839407,13.5999010543041,17,5,6,3,1,6
11.5233707228318,14.9306685418918,17,3,2,3,1,6
8.5271435222694,11.6086900869546,14,2,3,3,1,6
11.5134253400119,12.542723437638,17,5,2,3,1,6
3.91202300542815,11.6617764117026,14,2,1,3,1,4
3.91202300542815,11.0029328275081,13,3,1,3,1,7
11.7984802764058,11.5621917062731,14,2,2,3,2,5
3.91202300542815,10.5978839524965,9,1,1,4,2,6
5.34710753071747,11.9187238508685,13,3,3,3,1,3
3.91202300542815,11.3391671388368,16,5,1,3,2,6
9.21532791348722,11.6956636016494,13,2,5,3,1,6
11.2259098370616,13.6400255784293,16,2,2,3,1,6
3.91202300542815,11.2259098370616,14,3,1,3,2,7
8.11671562481911,13.5490027207439,11,4,3,3,2,6
8.99342737041261,12.226120340834,16,4,3,4,2,5
3.91202300542815,10.8207777847434,12,2,1,5,1,7
10.8207777847434,13.3614590149325,16,2,5,3,1,6
11.6086900869546,13.8643483400476,16,3,4,3,1,6
3.91202300542815,13.3970361952625,17,2,1,6,2,6
3.91202300542815,9.21532791348722,10,3,1,1,2,7
9.3968199389188,11.6177358293226,16,3,2,3,1,6
12.4294161768471,15.4229564877176,17,2,2,3,1,5
